Student_ID,10th_Percentage,12th_Percentage,CGPA,Entrance_Score,Interview_Score,Aptitude_Score,Extracurricular_Score,Attendance,Previous_Backlogs,Eligible
STU_1660,88.23,89.41,9.18,82.74,79.44,65.82,43.89,93.32,0,1
STU_1661,85.48,85.38,8.49,79.45,78.9,84.44,35.43,95.54,0,1
STU_1662,87.75,87.4,8.77,80.88,63.77,82.81,66.72,96.19,0,0
STU_1663,82.47,81.64,7.69,75.25,59.87,76.72,46.89,88.02,0,1
STU_1664,89.25,86.36,8.43,84.13,70.37,75.24,46.12,87.7,0,1
STU_1665,73.3,72.43,7.67,69.33,61.53,83.84,78.76,94.18,0,0
STU_1666,92.79,84.91,8.65,86.69,84.61,70.18,38.3,86.66,0,1
STU_1667,87.54,87.26,8.51,71.35,66.67,66.99,69.75,94.76,0,1
STU_1668,81.48,84.36,7.66,71.17,82.73,79.61,53.24,89.16,0,1
STU_1669,81.55,87.19,8.28,68.77,64.9,69.96,47.96,89.19,0,1
STU_1670,86.5,81.86,8.46,69.02,60.75,64.55,61.45,93.89,1,0
STU_1671,89.45,89.48,8.72,82.95,81.45,82.77,72.44,90.97,3,0
STU_1672,82.26,79.13,7.73,61.07,69.23,71.4,29.14,81.75,0,0
STU_1673,92.6,88.95,8.32,66.73,74.7,73.27,37.47,84.58,0,1
STU_1674,85.33,88.68,8.74,93.53,86.2,82.42,63.81,91.0,0,1
STU_1675,84.26,81.86,8.24,70.51,63.29,64.32,52.46,94.26,0,0
STU_1676,73.53,75.11,7.44,70.26,62.05,62.13,28.81,87.43,2,0
STU_1677,93.16,88.96,8.6,73.6,74.04,73.22,58.81,75.99,0,1
STU_1678,85.94,81.96,7.85,66.02,68.66,68.07,57.6,90.91,0,1
STU_1679,85.13,83.06,8.41,60.21,94.06,57.08,48.41,97.06,0,0
STU_1680,82.62,82.81,8.85,58.14,93.49,65.51,34.34,88.95,0,1
STU_1681,74.05,72.21,7.88,78.99,68.18,80.32,65.74,90.74,0,0
STU_1682,90.33,77.52,7.43,66.98,49.65,62.2,53.47,96.41,1,0
STU_1683,85.85,81.5,7.93,59.18,58.12,67.41,43.01,86.86,3,0
STU_1684,79.53,82.79,8.45,76.83,91.08,76.36,71.18,93.52,0,1
STU_1685,84.07,83.16,8.34,88.78,74.2,92.54,54.15,94.11,0,1
STU_1686,81.1,77.38,7.38,62.47,85.66,65.0,54.03,94.5,0,0
STU_1687,85.92,83.74,8.5,81.17,55.51,71.35,73.96,92.51,0,1
STU_1688,88.81,83.3,8.82,90.04,62.85,81.34,73.38,93.76,0,1
STU_1689,80.88,79.27,7.85,66.12,54.69,72.61,65.3,92.43,1,0
STU_1690,84.21,86.22,8.09,68.62,55.63,70.71,29.07,98.66,0,0
STU_1691,92.88,89.49,8.39,73.7,47.47,80.35,64.46,92.03,0,0
STU_1692,81.25,76.59,7.32,66.81,57.21,58.73,88.76,83.31,0,1
STU_1693,76.92,74.85,7.65,67.55,79.47,61.92,65.16,93.14,0,1
STU_1694,82.04,87.36,8.66,80.02,67.69,72.8,69.11,89.0,1,1
STU_1695,74.09,80.27,7.69,72.59,70.71,79.76,45.45,88.51,0,1
STU_1696,93.77,97.91,9.42,81.74,95.29,68.8,49.33,97.01,1,1
STU_1697,77.31,75.33,7.75,62.96,73.47,56.72,38.81,85.86,0,0
STU_1698,94.83,98.19,9.3,70.57,43.25,70.94,63.22,80.98,0,0
STU_1699,74.42,76.77,7.31,90.16,72.37,95.12,63.15,97.1,0,1
STU_1700,85.46,82.52,8.44,66.61,88.14,61.42,46.15,84.21,0,1
STU_1701,85.98,85.59,9.39,86.72,51.81,73.79,52.37,94.45,0,1
STU_1702,87.27,86.07,8.63,73.27,65.42,78.57,64.38,75.92,0,1
STU_1703,88.11,87.61,8.02,82.53,59.37,76.03,63.05,86.36,0,1
STU_1704,83.73,77.7,7.56,74.76,66.55,78.34,49.06,92.93,0,0
STU_1705,82.45,78.63,7.61,75.17,84.21,68.39,27.74,86.85,0,0
STU_1706,89.04,88.92,8.98,82.23,77.46,85.88,54.14,78.75,1,1
STU_1707,88.03,83.49,8.85,78.04,71.97,78.08,54.56,86.55,3,0
STU_1708,83.16,83.55,8.03,76.53,79.3,73.19,76.61,89.2,0,1
STU_1709,91.46,84.3,8.27,80.62,64.0,75.62,33.17,92.03,2,0
STU_1710,84.97,84.96,7.91,82.64,88.87,82.41,83.03,98.29,2,0
STU_1711,83.63,79.0,8.41,82.54,67.35,73.3,78.11,83.62,0,1
STU_1712,89.8,88.78,8.94,79.06,39.7,70.41,54.97,85.63,0,1
STU_1713,90.14,87.7,9.15,80.2,75.92,73.25,49.24,92.15,0,1
STU_1714,82.16,78.62,7.97,54.92,68.88,62.63,63.7,88.47,0,1
STU_1715,77.98,81.96,8.46,65.42,67.91,68.96,71.44,86.64,0,1
STU_1716,88.99,81.0,8.2,76.63,75.77,65.63,29.04,89.52,0,1
STU_1717,70.29,72.05,8.12,80.47,64.59,90.99,62.1,91.18,0,1
STU_1718,79.65,73.62,7.39,62.63,83.61,76.0,40.38,94.2,1,1
STU_1719,83.54,80.09,7.86,73.0,60.43,74.53,59.35,91.87,0,1
STU_1720,89.14,89.59,8.99,79.87,77.36,59.05,57.34,93.05,1,1
STU_1721,83.97,84.24,8.69,57.65,51.84,54.38,77.75,87.29,2,0
STU_1722,95.55,86.1,8.53,79.05,66.44,79.64,45.88,91.49,1,1
STU_1723,76.44,72.98,7.92,65.31,71.01,72.46,43.07,93.27,0,1
STU_1724,77.69,74.81,7.73,78.08,85.64,60.37,48.79,85.62,0,1
STU_1725,79.93,76.48,8.1,60.94,52.07,63.31,71.97,82.9,0,0
STU_1726,81.73,82.49,8.11,65.64,58.19,70.5,74.76,93.46,3,0
STU_1727,84.4,84.46,8.48,79.24,48.49,66.13,32.93,94.32,1,0
STU_1728,96.77,95.38,8.83,67.16,63.41,73.86,70.14,92.18,0,1
STU_1729,80.93,81.54,8.23,74.82,97.37,65.91,37.52,88.7,0,1
STU_1730,71.42,69.36,7.73,75.81,80.99,73.35,55.46,92.26,1,0
STU_1731,83.35,84.73,8.11,74.61,61.65,79.1,61.03,94.78,1,0
STU_1732,81.5,81.87,8.25,70.9,61.23,74.12,64.56,90.37,3,0
STU_1733,92.8,92.48,9.23,67.05,91.7,58.19,48.14,84.73,0,1
STU_1734,83.53,81.55,7.98,57.98,80.15,59.59,54.79,93.16,0,1
STU_1735,78.75,76.89,7.84,71.84,71.75,71.63,38.78,91.41,0,1
STU_1736,77.33,77.06,8.5,70.54,50.98,67.15,42.19,90.26,3,0
STU_1737,86.21,84.13,8.66,68.64,67.64,70.14,35.27,87.73,0,1
STU_1738,83.46,80.49,7.73,67.33,55.9,61.14,41.97,90.89,0,0
STU_1739,85.37,84.15,7.78,64.72,65.91,63.01,55.29,94.62,0,0
STU_1740,77.56,80.5,8.22,73.47,48.16,67.79,59.46,86.64,2,0
STU_1741,85.39,81.28,8.87,86.74,50.39,75.1,63.38,87.9,0,1
STU_1742,91.66,89.08,8.45,64.8,58.84,64.87,76.64,90.88,0,0
STU_1743,71.98,79.42,7.73,74.31,79.78,72.59,50.49,92.09,1,0
STU_1744,76.8,78.68,8.25,79.64,71.33,76.26,76.22,88.12,1,0
STU_1745,82.43,83.1,8.22,61.76,73.93,66.7,58.15,90.59,0,0
STU_1746,91.85,85.61,8.26,73.15,64.15,78.83,59.81,89.66,1,0
STU_1747,93.57,93.03,8.73,79.39,81.81,77.35,44.53,86.87,0,1
STU_1748,78.2,79.95,7.98,73.23,60.58,76.94,49.3,94.48,3,0
STU_1749,92.93,89.48,9.08,66.64,43.76,71.87,47.94,84.85,3,0
STU_1750,93.99,89.32,8.92,85.34,84.53,66.29,84.35,87.91,0,1
STU_1751,88.95,88.75,8.04,75.47,72.11,76.49,74.55,91.85,3,0
STU_1752,84.44,82.84,8.2,54.61,63.58,73.06,58.6,95.65,0,1
STU_1753,84.43,81.95,8.75,83.29,57.74,76.6,50.31,91.88,1,0
STU_1754,81.83,81.69,8.43,80.15,65.47,81.02,48.46,88.8,0,1
STU_1755,78.34,85.54,8.56,75.24,78.08,65.74,49.49,93.33,0,1
STU_1756,80.11,81.46,7.74,68.39,93.57,65.7,61.89,91.84,2,0
STU_1757,80.37,87.46,8.62,81.74,75.05,75.95,56.8,81.89,2,0
STU_1758,80.02,81.51,8.7,95.33,73.46,86.68,48.17,91.94,0,1
STU_1759,74.5,76.05,6.9,64.66,57.98,64.53,75.84,87.52,0,0
STU_1760,93.6,88.41,9.19,78.45,39.25,85.19,46.67,87.53,0,1
STU_1761,82.84,89.87,8.31,66.73,84.23,57.61,47.99,78.99,2,0
STU_1762,78.07,85.22,7.76,85.4,64.37,79.89,70.53,91.65,0,1
STU_1763,71.85,71.11,7.46,72.97,79.85,73.35,77.04,96.98,0,1
STU_1764,89.19,78.92,8.28,67.32,56.98,76.45,64.89,91.44,1,0
STU_1765,79.37,81.7,7.97,71.31,76.54,68.14,51.89,98.45,3,0
STU_1766,83.13,74.31,8.31,62.38,60.82,55.74,68.14,86.17,0,1
STU_1767,77.74,81.01,8.73,85.54,59.72,87.45,52.39,91.28,1,1
STU_1768,87.73,85.18,8.03,80.81,65.37,83.67,48.74,96.02,0,0
STU_1769,85.69,83.33,8.7,71.41,76.9,77.15,30.87,93.42,0,1
STU_1770,69.68,76.18,8.5,79.51,68.07,71.71,48.31,85.08,1,0
STU_1771,90.27,90.3,8.64,73.38,66.4,76.84,36.89,91.93,1,0
STU_1772,89.91,87.18,8.12,75.09,64.49,67.89,64.8,91.4,0,0
STU_1773,83.83,86.0,8.93,70.79,86.58,73.76,76.12,98.0,0,1
STU_1774,79.67,80.03,7.8,66.33,74.82,66.69,49.99,85.44,1,0
STU_1775,90.39,88.71,9.41,81.58,52.38,73.39,60.45,90.12,0,1
STU_1776,85.35,84.88,8.09,73.8,65.15,71.25,69.77,86.86,0,0
STU_1777,82.73,75.14,8.56,67.55,75.53,64.51,82.55,89.43,0,1
STU_1778,78.99,83.22,8.71,85.24,79.08,81.53,52.19,90.5,0,1
STU_1779,84.29,88.62,8.38,83.42,85.49,81.33,71.88,94.55,0,1
STU_1780,92.73,85.93,8.17,69.93,77.47,68.83,45.91,85.09,0,1
STU_1781,85.3,88.23,8.12,74.9,66.39,71.49,24.9,96.74,0,1
STU_1782,74.91,77.02,8.38,85.26,52.78,75.92,58.6,93.19,0,0
STU_1783,82.69,78.97,8.45,81.36,82.98,79.03,66.46,89.37,0,1
STU_1784,83.44,80.0,8.96,74.02,62.42,74.8,47.32,76.86,1,0
STU_1785,84.11,89.96,9.09,80.6,57.69,72.67,63.53,96.25,1,0
STU_1786,80.8,81.01,7.91,69.02,63.72,76.29,60.14,79.47,0,0
STU_1787,81.91,82.13,8.17,85.3,79.14,79.01,76.12,98.09,3,0
STU_1788,71.83,72.67,7.85,69.52,55.43,69.41,60.9,91.14,1,0
STU_1789,85.79,84.17,8.44,81.76,67.23,77.96,51.11,97.02,0,1
STU_1790,78.72,83.89,8.5,73.55,72.45,72.04,42.28,86.49,0,1
STU_1791,75.2,77.25,8.59,71.77,92.61,76.81,55.64,84.8,0,1
STU_1792,90.03,87.85,7.82,68.78,93.92,62.9,25.37,84.05,3,0
STU_1793,91.1,89.24,7.97,70.74,52.58,60.59,62.41,81.29,0,0
STU_1794,83.44,89.19,9.03,86.9,49.02,64.32,45.98,96.76,1,0
STU_1795,93.69,95.61,9.5,84.94,85.34,86.26,66.69,87.9,0,1
STU_1796,91.63,87.8,8.01,61.38,79.77,61.48,28.12,91.29,2,0
STU_1797,85.7,82.95,8.47,74.13,57.07,70.34,48.18,84.22,0,0
STU_1798,78.29,75.48,7.27,90.73,81.67,79.48,41.07,87.98,0,1
STU_1799,83.21,83.29,8.72,69.75,53.74,84.53,61.04,91.76,1,0
STU_1800,79.62,73.01,8.28,76.86,45.79,85.07,91.7,97.64,0,0
STU_1801,88.14,87.51,7.54,81.66,72.48,83.84,38.36,91.6,0,1
STU_1802,80.26,77.08,8.1,78.76,89.21,78.61,51.48,90.14,0,1
STU_1803,78.08,76.82,7.72,78.36,72.15,80.64,55.24,84.0,0,0
STU_1804,85.09,78.18,8.39,67.73,73.11,68.11,51.92,93.04,0,0
STU_1805,89.78,85.73,9.05,80.79,45.16,79.0,57.1,93.03,0,1
STU_1806,72.86,75.97,8.25,73.5,88.08,70.25,53.78,95.71,1,0
STU_1807,74.54,77.01,8.2,66.89,75.36,82.07,48.83,90.57,3,0
STU_1808,82.56,81.94,7.97,63.43,81.58,68.07,81.15,95.94,0,0
STU_1809,97.97,94.82,9.13,80.12,65.92,74.82,35.44,90.29,0,1
STU_1810,90.51,85.33,8.43,84.9,75.06,78.89,77.61,96.31,2,0
STU_1811,86.65,82.51,7.82,67.96,68.29,63.9,36.53,96.54,2,0
STU_1812,88.46,87.33,8.38,79.06,57.14,78.61,30.41,89.07,0,1
STU_1813,83.25,83.52,8.31,79.97,65.37,85.74,69.6,90.92,0,1
STU_1814,82.47,88.44,8.31,79.9,79.72,81.68,55.08,88.65,2,0
STU_1815,90.19,89.3,8.65,72.56,60.27,74.98,59.48,86.48,0,0
STU_1816,90.13,92.43,8.21,73.4,78.97,67.45,76.83,91.68,0,1
STU_1817,85.35,82.0,8.66,83.84,78.51,70.53,29.63,83.61,1,1
STU_1818,80.84,78.73,8.14,82.47,44.79,81.73,24.2,90.54,0,1
STU_1819,88.47,93.65,9.62,83.13,59.17,79.41,39.19,88.35,0,1
STU_1820,83.78,83.58,8.92,82.8,69.45,75.32,66.94,93.65,1,0
STU_1821,92.27,84.9,8.66,84.63,61.76,69.6,43.8,83.93,1,0
STU_1822,78.1,82.86,8.3,78.15,79.65,67.86,59.4,90.76,2,0
STU_1823,79.0,84.95,8.19,64.01,62.23,77.37,62.22,85.21,0,1
STU_1824,82.19,79.29,7.77,62.51,52.13,69.86,59.06,95.14,0,1
STU_1825,78.94,79.8,8.43,72.58,75.37,67.98,82.11,87.65,0,1
STU_1826,62.8,65.26,7.49,58.16,61.47,58.69,70.35,85.67,2,0
STU_1827,92.26,89.92,9.46,85.13,71.78,69.2,64.27,95.07,0,1
STU_1828,85.22,85.22,8.69,65.24,87.82,61.58,70.35,95.11,0,1
STU_1829,83.32,86.56,8.08,89.74,81.94,75.11,67.81,88.29,0,1
STU_1830,77.71,76.95,7.54,75.12,77.38,64.85,72.83,83.86,0,0
STU_1831,93.7,90.94,8.54,67.81,69.59,79.34,72.34,93.56,2,0
STU_1832,79.33,77.89,7.32,91.35,80.24,65.65,76.22,87.82,0,1
STU_1833,82.2,82.63,8.47,77.35,81.5,76.52,58.89,84.3,1,0
STU_1834,81.54,83.71,8.72,68.31,90.98,80.42,46.08,91.0,0,1
STU_1835,86.72,84.42,8.12,82.2,68.06,80.33,49.62,95.86,0,1
STU_1836,76.82,81.34,9.23,92.24,71.72,73.36,62.41,98.06,3,0
STU_1837,91.88,87.75,8.64,81.48,78.96,75.68,49.68,94.32,1,1
STU_1838,83.29,83.53,8.67,71.63,79.83,55.09,56.57,86.46,1,0
STU_1839,94.48,92.02,9.08,82.16,63.61,87.65,64.19,81.97,1,1
STU_1840,83.74,83.88,8.69,67.32,64.47,65.53,92.86,89.98,0,1
STU_1841,88.61,85.14,8.47,79.96,62.24,67.07,56.9,94.51,0,0
STU_1842,77.87,81.98,8.67,73.24,72.54,60.8,36.5,88.32,0,1
STU_1843,91.88,94.27,9.14,74.76,66.53,72.55,64.71,92.87,2,0
STU_1844,94.9,83.27,8.59,82.68,53.28,79.29,47.03,87.15,0,1
STU_1845,63.57,66.81,7.13,75.48,78.61,68.09,75.77,83.11,0,0
STU_1846,93.73,86.57,8.12,88.53,55.49,79.74,54.5,94.74,2,0
STU_1847,82.09,77.56,8.29,78.23,61.06,84.21,39.59,92.07,0,1
STU_1848,97.04,79.81,8.53,73.49,78.41,74.41,64.57,83.32,0,1
STU_1849,81.63,84.39,8.14,79.37,75.15,69.43,52.38,84.28,0,1
STU_1850,91.56,83.71,8.84,74.56,85.49,78.74,49.14,85.78,2,0
STU_1851,87.58,82.33,7.86,70.34,71.77,68.24,60.84,96.0,3,0
STU_1852,79.3,76.89,8.1,63.74,85.96,84.24,71.87,96.35,0,0
STU_1853,91.58,88.41,8.62,87.28,66.8,79.3,68.91,82.81,0,1
STU_1854,71.93,73.28,8.26,75.86,77.15,68.98,77.63,92.3,0,0
STU_1855,88.93,90.55,8.89,74.01,73.96,60.53,98.0,83.09,0,1
STU_1856,83.81,89.01,7.88,70.49,83.06,66.32,31.67,88.72,0,1
STU_1857,91.8,91.71,8.52,61.69,78.96,65.39,60.93,95.42,0,1
STU_1858,84.89,79.14,7.88,69.38,78.48,73.04,37.57,81.18,2,0
STU_1859,86.37,85.19,8.64,70.63,79.93,81.3,43.12,93.55,0,0
STU_1860,86.56,83.3,8.56,85.75,73.63,81.58,47.69,87.41,1,0
STU_1861,80.49,81.78,8.38,56.67,66.49,72.14,74.34,90.61,0,0
STU_1862,86.54,85.68,9.02,71.82,60.57,69.49,67.3,91.14,0,1
STU_1863,95.36,96.14,9.38,73.43,73.96,75.78,51.77,85.93,0,1
STU_1864,86.03,84.49,8.79,66.92,75.71,64.14,50.45,83.04,1,0
STU_1865,80.78,80.46,8.35,71.79,76.62,78.29,63.85,92.45,1,1
STU_1866,90.69,84.49,8.47,65.26,60.59,51.43,60.17,91.2,0,0
STU_1867,79.44,83.48,7.92,68.75,79.34,68.46,34.88,95.16,0,0
STU_1868,94.17,92.54,8.51,67.65,80.74,80.05,55.97,87.48,2,1
STU_1869,92.74,89.78,9.01,86.41,77.35,69.72,46.26,97.46,1,1
STU_1870,81.38,81.75,7.83,55.96,43.78,60.18,59.24,90.38,1,0
STU_1871,80.01,77.48,8.33,81.87,64.46,71.62,68.91,81.62,0,0
STU_1872,87.95,82.21,8.72,67.36,62.93,78.95,72.9,85.13,1,1
STU_1873,94.12,92.26,8.71,81.13,63.84,71.23,45.78,92.09,0,1
STU_1874,89.7,86.49,8.01,82.85,59.39,69.78,65.9,87.15,0,1
STU_1875,84.52,82.85,7.88,88.41,62.37,82.69,55.15,90.7,0,1
STU_1876,83.98,83.47,8.08,76.2,87.27,64.0,28.99,89.77,0,1
STU_1877,84.4,83.78,8.25,67.91,74.24,57.74,33.25,89.53,0,1
STU_1878,86.79,82.77,8.59,72.66,67.83,73.84,72.23,90.52,0,1
STU_1879,82.46,80.41,8.24,79.66,52.32,75.69,47.22,96.53,0,1
STU_1880,97.01,87.91,8.66,87.83,64.72,74.43,46.8,86.68,1,0
STU_1881,90.74,88.76,7.93,71.07,75.04,77.81,26.63,92.95,3,0
STU_1882,88.78,87.57,8.46,62.73,59.26,55.68,54.6,92.33,0,0
STU_1883,92.46,84.53,8.06,81.45,58.49,81.06,52.59,93.69,0,1
STU_1884,76.66,78.79,8.24,75.78,48.86,75.17,43.57,81.3,0,1
STU_1885,91.06,86.03,8.64,68.52,53.02,62.69,74.23,95.8,0,0
STU_1886,92.49,87.84,8.62,77.89,65.96,67.17,46.47,90.45,0,1
STU_1887,75.63,82.35,8.52,76.34,64.99,61.49,37.65,98.46,0,1
STU_1888,92.37,88.95,8.63,69.58,84.06,70.43,45.75,94.39,0,1
STU_1889,90.65,89.55,9.06,80.02,43.48,66.07,70.91,88.42,1,0
STU_1890,83.46,81.21,8.18,70.0,85.83,61.48,42.27,92.59,5,0
STU_1891,80.18,85.67,8.64,78.62,59.4,82.95,48.55,83.82,1,0
STU_1892,77.82,77.62,8.19,82.99,79.8,82.86,65.08,93.5,0,1
STU_1893,73.98,75.94,8.14,88.45,67.78,89.4,47.1,94.99,1,0
STU_1894,91.46,92.33,9.01,80.98,62.52,75.57,50.96,94.1,0,1
STU_1895,76.44,81.3,8.59,86.03,58.98,85.13,43.94,91.15,0,1
STU_1896,77.65,74.15,7.75,69.73,79.24,62.93,34.57,84.83,3,0
STU_1897,95.88,91.73,9.02,89.93,71.23,74.27,54.64,91.59,1,1
STU_1898,89.19,81.12,8.39,83.64,76.43,78.15,64.22,93.02,1,1
STU_1899,86.17,85.62,8.27,64.8,77.24,68.68,90.19,89.06,0,1
STU_1900,86.07,83.39,8.03,84.26,51.2,75.72,75.35,90.84,2,0
STU_1901,91.01,93.08,8.75,63.7,84.96,68.98,83.53,87.18,1,1
STU_1902,82.31,86.05,9.15,62.75,84.19,62.66,59.89,89.04,0,0
STU_1903,86.32,88.24,8.41,76.22,63.17,66.95,54.65,84.05,0,1
STU_1904,77.69,76.65,8.15,71.11,56.65,76.54,62.36,95.42,0,1
STU_1905,95.25,95.98,8.88,79.61,48.47,77.92,85.8,94.19,0,1
STU_1906,86.37,81.05,8.34,73.38,89.9,69.32,46.93,81.69,1,0
STU_1907,77.88,82.87,7.83,78.66,54.87,72.29,65.83,86.88,0,1
STU_1908,84.0,82.2,8.66,76.29,69.88,72.76,50.21,92.75,2,0
STU_1909,90.37,87.96,8.73,84.65,57.4,72.74,82.64,89.41,2,0
STU_1910,83.29,80.97,8.32,77.83,94.27,82.58,87.05,92.84,0,1
STU_1911,81.25,83.01,7.8,72.22,54.01,75.98,39.61,85.54,0,0
STU_1912,89.85,88.27,8.4,76.52,82.26,67.25,65.29,86.64,0,1
STU_1913,82.57,78.07,7.89,67.53,62.0,79.65,62.4,82.92,0,1
STU_1914,91.99,83.59,8.17,81.6,79.39,88.43,40.24,95.4,0,1
STU_1915,83.73,86.98,8.68,70.49,71.79,74.29,27.72,92.79,0,1
STU_1916,90.23,89.97,8.71,79.78,57.54,74.78,57.75,81.91,3,0
STU_1917,93.36,87.98,8.97,81.2,77.07,60.26,67.85,83.18,2,0
STU_1918,92.42,89.0,8.91,74.16,71.16,78.77,94.14,97.86,1,1
STU_1919,75.54,84.97,8.13,78.75,58.32,70.62,41.81,93.48,0,0
STU_1920,87.57,91.21,9.28,92.98,66.96,91.41,55.52,92.42,2,1
STU_1921,93.89,93.65,8.48,69.1,58.63,67.13,54.72,89.11,0,1
STU_1922,91.17,93.49,9.72,92.04,51.36,81.01,48.18,91.53,0,1
STU_1923,83.36,85.13,9.04,91.63,66.11,90.85,82.85,82.94,1,1
STU_1924,90.4,78.15,8.04,79.25,77.78,68.33,56.51,90.82,2,0
STU_1925,94.69,89.85,8.53,64.16,82.08,65.8,79.34,81.11,0,1
STU_1926,90.31,88.45,8.55,70.37,65.33,73.08,29.93,85.37,0,0
STU_1927,90.62,83.27,8.78,79.51,82.01,77.47,51.6,92.52,0,1
STU_1928,86.35,81.74,8.3,67.45,94.13,70.63,71.24,89.59,0,1
STU_1929,74.63,66.77,7.51,64.98,55.46,52.14,49.58,92.7,0,0
STU_1930,87.38,84.7,9.2,82.31,79.63,72.0,59.73,92.13,0,1
STU_1931,79.3,80.86,7.35,63.75,68.27,64.39,56.23,89.73,3,0
STU_1932,88.73,89.2,8.83,73.64,59.61,72.66,35.62,91.09,2,0
STU_1933,72.83,76.12,8.24,64.12,84.53,68.87,79.18,92.54,3,0
STU_1934,74.68,75.77,7.63,79.51,86.93,70.72,41.35,97.78,0,1
STU_1935,84.82,74.58,8.12,82.11,65.87,60.8,77.05,96.89,0,1
STU_1936,83.37,82.23,7.94,59.95,59.42,65.9,61.56,90.6,0,0
STU_1937,91.67,87.23,8.44,70.53,70.93,78.14,55.23,87.69,2,0
STU_1938,90.92,89.12,8.58,82.83,68.69,75.67,31.55,93.61,0,1
STU_1939,85.9,82.97,8.37,77.78,89.19,71.24,70.77,93.45,0,1
STU_1940,81.53,80.9,7.32,65.84,52.24,68.57,38.68,92.62,0,0
STU_1941,85.72,86.34,8.29,74.8,59.65,80.38,64.71,88.4,0,1
STU_1942,80.99,79.89,8.03,86.56,64.77,72.87,70.14,90.84,0,1
STU_1943,89.51,85.55,8.69,78.46,70.27,65.71,37.24,85.0,1,0
STU_1944,86.24,86.04,8.72,76.18,60.61,76.93,54.59,95.28,0,1
STU_1945,91.31,85.87,8.79,59.25,79.55,67.52,73.94,87.21,0,1
STU_1946,87.27,85.28,8.28,79.64,73.12,74.43,49.87,86.65,0,1
STU_1947,85.07,88.09,8.9,85.24,76.71,73.02,46.23,96.8,1,1
STU_1948,78.79,79.74,7.94,81.43,62.56,69.81,29.75,95.3,0,1
STU_1949,92.97,86.23,8.71,76.76,66.49,70.75,70.11,85.27,3,0
STU_1950,86.24,86.16,8.86,80.22,37.7,67.29,64.73,86.83,0,0
STU_1951,87.77,83.19,8.56,84.67,63.57,71.54,46.54,87.15,0,1
STU_1952,93.54,88.75,8.39,86.38,78.38,72.23,84.0,88.18,0,1
STU_1953,86.61,89.45,8.7,82.76,63.9,79.37,56.22,91.25,0,1
STU_1954,91.67,89.31,8.88,80.98,66.21,73.09,87.16,76.33,1,0
STU_1955,79.97,81.72,8.56,74.48,77.2,83.45,46.44,76.28,3,0
STU_1956,85.11,85.12,9.23,82.6,54.1,76.31,46.37,87.5,2,0
STU_1957,87.27,88.91,8.49,67.97,73.33,67.43,75.03,96.71,0,1
STU_1958,78.41,77.02,7.49,76.23,78.28,75.0,59.71,91.6,0,1
STU_1959,93.85,88.95,8.57,71.82,69.61,73.18,50.95,84.48,2,0
STU_1960,85.26,84.32,8.09,71.5,82.4,60.08,77.21,92.23,0,1
STU_1961,90.47,88.15,8.97,99.5,68.44,90.94,50.58,84.56,1,0
STU_1962,84.43,79.53,7.97,62.64,80.0,71.72,76.53,85.97,4,0
STU_1963,96.72,92.42,9.11,79.22,80.27,72.8,70.88,86.28,0,1
STU_1964,90.98,88.29,8.09,57.46,83.74,72.63,59.21,92.24,0,1
STU_1965,69.84,74.67,7.38,70.26,45.43,77.93,71.51,80.41,1,0
STU_1966,89.98,84.06,7.87,80.93,51.92,71.02,71.81,95.05,0,0
STU_1967,81.6,81.0,8.53,67.4,79.99,61.65,63.43,90.62,0,1
STU_1968,83.7,88.99,8.21,63.21,78.15,66.02,53.8,91.12,0,1
STU_1969,74.0,77.39,8.55,81.28,78.64,67.55,65.3,94.03,0,1
STU_1970,67.46,71.91,8.28,68.53,69.03,74.48,77.23,85.53,0,1
STU_1971,91.08,92.24,8.01,68.17,82.6,65.16,47.42,87.4,0,0
STU_1972,76.02,81.2,7.93,72.89,69.14,74.63,71.24,92.63,1,0
STU_1973,89.03,84.24,8.52,87.85,67.2,84.27,46.99,83.78,2,0
STU_1974,80.97,83.36,8.84,76.48,58.19,73.14,58.03,93.84,0,1
STU_1975,91.53,87.34,8.44,73.88,69.0,67.04,85.03,94.85,1,1
STU_1976,83.13,81.52,8.99,75.61,73.04,82.49,83.1,85.71,0,1
STU_1977,83.24,82.26,8.12,71.52,61.43,57.45,38.87,93.63,0,1
STU_1978,77.67,78.48,8.72,70.65,68.02,69.43,67.9,90.58,2,0
STU_1979,78.16,78.57,8.68,83.19,65.85,74.17,35.86,81.7,0,0
STU_1980,90.83,88.14,8.51,65.38,92.8,66.07,80.38,94.22,0,1
STU_1981,83.75,83.72,8.0,61.32,62.51,65.51,36.75,82.63,0,1
STU_1982,78.36,79.9,7.81,61.19,80.35,65.8,29.76,88.53,1,0
STU_1983,92.48,90.25,8.98,62.66,65.8,63.76,75.32,88.67,1,1
STU_1984,91.73,90.81,9.01,84.22,67.24,83.75,31.05,93.99,1,1
STU_1985,80.7,80.49,8.32,82.04,74.05,84.96,83.65,91.79,0,1
STU_1986,74.73,78.13,8.26,68.08,61.45,77.27,55.37,97.2,1,0
STU_1987,79.14,78.7,8.32,83.09,70.19,82.83,62.83,91.46,0,1
STU_1988,83.06,78.46,7.5,68.83,73.74,73.18,70.32,87.57,0,1
STU_1989,91.94,94.74,9.07,71.87,74.32,75.61,44.74,93.86,0,0
STU_1990,82.73,83.51,8.38,78.71,85.79,73.26,84.02,68.87,0,1
